date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:29:16	1117710/1117710	---M--	200	added ('OK')	application/pdf	date:Mon,%2018%20Nov%202024%2010:13:59%20GMT	https://nhstayside.foundation/wp-content/uploads/2024/01/NHSTCF-StrategyDoc-V2_17-10-24.pdf	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2024/01/NHSTCF-StrategyDoc-V2_17-10-24.pdf	(from https://nhstayside.foundation/)
17:29:18	265501/265501	---M--	200	added ('OK')	application/pdf	date:Fri,%2016%20Feb%202024%2014:51:30%20GMT	https://nhstayside.foundation/wp-content/uploads/2024/01/NHSTCF-CommunicationPlan-V1.pdf	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2024/01/NHSTCF-CommunicationPlan-V1.pdf	(from https://nhstayside.foundation/)
17:29:18	376154/376154	---M-Z	200	added ('OK')	text/html	etag:%221444-1744974954;gz%22	https://nhstayside.foundation/projects-awarded/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/projects-awarded/index.html	(from https://nhstayside.foundation/)
17:29:18	275479/275479	---MCZ	200	added ('OK')	text/html	etag:%221471-1744979835;gz%22	https://nhstayside.foundation/kiltwalk-dundee/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/kiltwalk-dundee/index.html	(from https://nhstayside.foundation/)
17:29:18	207079/207079	---MCZ	200	added ('OK')	text/html	etag:%221474-1744979901;gz%22	https://nhstayside.foundation/our-projects/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/our-projects/index.html	(from https://nhstayside.foundation/)
17:29:20	199224/199224	---M-Z	200	added ('OK')	text/html	etag:%221949-1745140358;gz%22	https://nhstayside.foundation/christmas-giving-appeal/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/christmas-giving-appeal/index.html	(from https://nhstayside.foundation/)
17:29:20	255579/255579	---M-Z	200	added ('OK')	text/html	etag:%221882-1745011054;gz%22	https://nhstayside.foundation/2025/04/10/wellbeing-woods-project/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/2025/04/10/wellbeing-woods-project/index.html	(from https://nhstayside.foundation/)
17:29:20	185042/185042	---M-Z	200	added ('OK')	text/html	etag:%221925-1745011097;gz%22	https://nhstayside.foundation/category/case-study/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/category/case-study/index.html	(from https://nhstayside.foundation/)
17:29:20	537197/537197	---M--	200	added ('OK')	application/pdf	date:Fri,%2015%20Nov%202024%2014:17:10%20GMT	https://nhstayside.foundation/wp-content/uploads/2024/01/NHSTCF-GovernancePlan-V1.pdf	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2024/01/NHSTCF-GovernancePlan-V1.pdf	(from https://nhstayside.foundation/)
17:29:22	184726/184726	---M-Z	200	added ('OK')	text/html	etag:%221924-1745011096;gz%22	https://nhstayside.foundation/category/projects/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/category/projects/index.html	(from https://nhstayside.foundation/)
17:29:22	254895/254895	---M-Z	200	added ('OK')	text/html	etag:%221887-1745011059;gz%22	https://nhstayside.foundation/2025/03/27/the-impact-of-our-partnership-with-heart-space/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/2025/03/27/the-impact-of-our-partnership-with-heart-space/index.html	(from https://nhstayside.foundation/)
17:29:22	254969/254969	---M-Z	200	added ('OK')	text/html	etag:%221886-1745011058;gz%22	https://nhstayside.foundation/2025/03/04/covid-response-for-staff-and-patients/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/2025/03/04/covid-response-for-staff-and-patients/index.html	(from https://nhstayside.foundation/)
17:29:22	603654/603654	---M--	200	added ('OK')	application/pdf	date:Tue,%2012%20Nov%202024%2009:55:51%20GMT	https://nhstayside.foundation/wp-content/uploads/2024/11/NHSTCF-GrantMakingPolicy-V1.pdf	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2024/11/NHSTCF-GrantMakingPolicy-V1.pdf	(from https://nhstayside.foundation/)
17:29:24	255730/255730	---M-Z	200	added ('OK')	text/html	etag:%221885-1745011057;gz%22	https://nhstayside.foundation/2025/03/04/tayside-healthcare-arts-trust-2021-22/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/2025/03/04/tayside-healthcare-arts-trust-2021-22/index.html	(from https://nhstayside.foundation/)
17:29:24	217942/217942	---M-Z	200	added ('OK')	text/html	etag:%221921-1745011093;gz%22	https://nhstayside.foundation/privacy-policy/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/privacy-policy/index.html	(from https://nhstayside.foundation/)
17:29:25	16/16	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Apr%202025%2016:29:25%20GMT	https://nhstayside.foundation/wp-content/plugins/litespeed-cache/guest.vary.php	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/litespeed-cache/guest.vary.html	(from https://nhstayside.foundation/)
17:29:26	185551/185551	---M-Z	200	added ('OK')	text/html	etag:%221813-1744994390;gz%22	https://nhstayside.foundation/complaints-procedure/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/complaints-procedure/index.html	(from https://nhstayside.foundation/)
17:29:26	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2017%20Jul%202020%2017:11:03%20GMT	https://nhstayside.foundation/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-includes/fonts/dashicons7d4b.eot	(from https://nhstayside.foundation/wp-content/litespeed/ucss/e6a5c80b27d96983ba785343d8dc12f6.css?ver=25cf2)
17:29:27	3342/3342	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2016%20Feb%202024%2014:51:30%20GMT	https://nhstayside.foundation/wp-content/uploads/2023/11/NHSTCF-Icon-NEG-NS.svg	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2023/11/NHSTCF-Icon-NEG-NS.svg	(from https://nhstayside.foundation/call-and-deliver/)
17:29:28	76562/76562	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Mar%202025%2000:53:52%20GMT	https://nhstayside.foundation/wp-content/litespeed/ucss/a7908beef41965c1dc70b2a30810a42e.css?ver=25cf2	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/litespeed/ucss/a7908beef41965c1dc70b2a30810a42e4c8a.css	(from https://nhstayside.foundation/call-and-deliver/)
17:29:29	88313/88313	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Nov%202024%2011:02:09%20GMT	https://nhstayside.foundation/wp-content/uploads/2024/11/new-Arran-03-Discovery-Box-10.00-image-2-scaled.jpg	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2024/11/new-Arran-03-Discovery-Box-10.00-image-2-scaled.jpg	(from https://nhstayside.foundation/call-and-deliver/)
17:29:30	3600/3600	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2016%20Feb%202024%2014:51:30%20GMT	https://nhstayside.foundation/wp-content/uploads/2023/10/NHSTCF-Icon-POS-NS.svg	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2023/10/NHSTCF-Icon-POS-NS.svg	(from https://nhstayside.foundation/call-and-deliver/)
17:29:32	4588456/4588456	---M--	200	added ('OK')	application/pdf	date:Thu,%2008%20Aug%202024%2009:16:09%20GMT	https://nhstayside.foundation/wp-content/uploads/2024/08/prod_372602lo.pdf	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2024/08/prod_372602lo.pdf	(from https://nhstayside.foundation/)
17:29:33	204887/204887	---MCZ	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:29:32%20GMT	https://nhstayside.foundation/wp-json/wp/v2/pages/2878	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/pages/2878.json	(from https://nhstayside.foundation/call-and-deliver/)
17:29:33	2075/2075	---M-Z	200	added ('OK')	application/json	etag:%222533-1745166573;gz%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Fcall-and-deliver%2F	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embedf3c9.json	(from https://nhstayside.foundation/call-and-deliver/)
17:29:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2016:29:33%20GMT	https://nhstayside.foundation/?p=2878	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/index998d.html	(from https://nhstayside.foundation/call-and-deliver/)
17:29:34	2221/2221	---M--	200	added ('OK')	text/xml	etag:%222534-1745166574;;;%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Fcall-and-deliver%2F&format=xml	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed18d9	(from https://nhstayside.foundation/call-and-deliver/)
17:29:34	7222722/7222722	---M--	200	added ('OK')	application/pdf	date:Mon,%2004%20Nov%202024%2013:44:07%20GMT	https://nhstayside.foundation/wp-content/uploads/2024/11/NHSTCF-Annual-Accounts-2023-24-for-submission-to-OSCR.pdf	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2024/11/NHSTCF-Annual-Accounts-2023-24-for-submission-to-OSCR.pdf	(from https://nhstayside.foundation/)
17:29:37	193820/193820	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Mar%202025%2008:05:44%20GMT	https://nhstayside.foundation/wp-content/uploads/2025/03/484111652_9201417113240474_6728841571248089035_n.jpg	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2025/03/484111652_9201417113240474_6728841571248089035_n.jpg	(from https://nhstayside.foundation/call-and-deliver/)
17:29:38	885518/885518	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Apr%202025%2008:08:56%20GMT	https://nhstayside.foundation/wp-content/uploads/2025/04/WhatsApp-Image-2025-04-09-at-10.40.34.jpeg	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2025/04/WhatsApp-Image-2025-04-09-at-10.40.34.jpg	(from https://nhstayside.foundation/call-and-deliver/)
17:29:38	84584/84584	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202025%2012:29:30%20GMT	https://nhstayside.foundation/wp-content/uploads/2025/03/THAT.jpg	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2025/03/THAT.jpg	(from https://nhstayside.foundation/call-and-deliver/)
17:29:40	248429/248429	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Feb%202025%2011:57:43%20GMT	https://nhstayside.foundation/wp-content/uploads/2025/02/SB-Elevate%c2%ae-dance-health-classes-for-people-living-the-multiple-sclerosis.-Photo-by-Andy-Ross-1-scaled.jpeg	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2025/02/SB-Elevate%c2%ae-dance-health-classes-for-people-living-the-multiple-sclerosis.-Photo-by-Andy-Ross-1-scaled.jpg	(from https://nhstayside.foundation/call-and-deliver/)
17:29:40	687222/687222	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Mar%202025%2012:34:31%20GMT	https://nhstayside.foundation/wp-content/uploads/2025/03/DoR_Marking_Heaty.png	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2025/03/DoR_Marking_Heaty.png	(from https://nhstayside.foundation/call-and-deliver/)
17:29:41	68941/68941	---M-Z	200	added ('OK')	text/css	date:Sun,%2030%20Mar%202025%2009:41:51%20GMT	https://nhstayside.foundation/wp-content/litespeed/ucss/459bb6dade67c326e5593e6119e3cda1.css?ver=25cf2	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/litespeed/ucss/459bb6dade67c326e5593e6119e3cda14c8a.css	(from https://nhstayside.foundation/faqs/)
17:29:41	296493/296493	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Feb%202025%2009:12:57%20GMT	https://nhstayside.foundation/wp-content/uploads/2025/02/image.jpg	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2025/02/image.jpg	(from https://nhstayside.foundation/call-and-deliver/)
17:29:43	76572/76572	---MCZ	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:29:42%20GMT	https://nhstayside.foundation/wp-json/wp/v2/pages/985	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/pages/985.json	(from https://nhstayside.foundation/faqs/)
17:29:43	2015/2015	---M-Z	200	added ('OK')	application/json	etag:%222535-1745166583;gz%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Ffaqs%2F	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embedd0f6.json	(from https://nhstayside.foundation/faqs/)
17:29:44	2161/2161	---M--	200	added ('OK')	text/xml	etag:%222536-1745166584;;;%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Ffaqs%2F&format=xml	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embedce74	(from https://nhstayside.foundation/faqs/)
17:29:45	72252/72252	---M-Z	200	added ('OK')	text/css	date:Fri,%2004%20Apr%202025%2013:07:25%20GMT	https://nhstayside.foundation/wp-content/litespeed/ucss/375d04483652fc59439ecfa7d03560ac.css?ver=25cf2	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/litespeed/ucss/375d04483652fc59439ecfa7d03560ac4c8a.css	(from https://nhstayside.foundation/contact-us/)
17:29:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2016:29:44%20GMT	https://nhstayside.foundation/?p=985	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/indexdbf6.html	(from https://nhstayside.foundation/faqs/)
17:29:47	57129/57129	---MCZ	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:29:46%20GMT	https://nhstayside.foundation/wp-json/wp/v2/pages/940	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/pages/940.json	(from https://nhstayside.foundation/contact-us/)
17:29:47	2045/2045	---M-Z	200	added ('OK')	application/json	etag:%222537-1745166587;gz%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Fcontact-us%2F	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed84bd.json	(from https://nhstayside.foundation/contact-us/)
17:29:48	2191/2191	---M--	200	added ('OK')	text/xml	etag:%222538-1745166588;;;%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Fcontact-us%2F&format=xml	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed5712	(from https://nhstayside.foundation/contact-us/)
17:29:49	68404/68404	---M-Z	200	added ('OK')	text/css	date:Fri,%2011%20Apr%202025%2022:46:23%20GMT	https://nhstayside.foundation/wp-content/litespeed/ucss/4efff092c98fb0e02cca65663391f422.css?ver=25cf2	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/litespeed/ucss/4efff092c98fb0e02cca65663391f4224c8a.css	(from https://nhstayside.foundation/about-us/)
17:29:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2016:29:48%20GMT	https://nhstayside.foundation/?p=940	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/indexb253.html	(from https://nhstayside.foundation/contact-us/)
17:29:51	66212/66212	---MCZ	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:29:50%20GMT	https://nhstayside.foundation/wp-json/wp/v2/pages/830	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/pages/830.json	(from https://nhstayside.foundation/about-us/)
17:29:51	748/748	---M--	200	added ('OK')	application/rss+xml	etag:%22e3c43759cff371ecf2860451fe52c60e%22	https://nhstayside.foundation/about-us/feed/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/about-us/feed/index.html	(from https://nhstayside.foundation/about-us/)
17:29:51	2035/2035	---M-Z	200	added ('OK')	application/json	etag:%222539-1745166591;gz%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Fabout-us%2F	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed4e24.json	(from https://nhstayside.foundation/about-us/)
17:29:52	2181/2181	---M--	200	added ('OK')	text/xml	etag:%222540-1745166592;;;%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Fabout-us%2F&format=xml	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed16fd	(from https://nhstayside.foundation/about-us/)
